"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
56,743,23.17,1.8,Adriana TATUM,02 NOV 2002,USA,7sf1,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1117
57,743,23.17,1.8,Emma VAN CAMP,11 OCT 2004,SUI,1h1,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1117
58,743,23.17,1.3,Helene PARISOT,17 DEC 1992,FRA,1h2,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1117
59,743,23.17,0.1,Nora LINDAHL,10 SEP 2004,SWE,2,"Rimnersvallen, Uddevalla (SWE)",30 JUN 2024,1117
60,743,23.17,-0.3,Esperança CLADERA,14 MAY 2002,ESP,4,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1118
61,743,23.17,0.7,Zaynab DOSSO,12 SEP 1999,ITA,2,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1117
62,743,23.17,-1.4,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,1f2,"Panthessaliko Stadium, Volos (GRE)",30 JUN 2024,1125
63,743,23.17,-0.2,Talitha DIGGS,22 AUG 2002,USA,1f1,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1118
64,743,23.17,0.0,Veronica Shanti PEREIRA,20 SEP 1996,SGP,1f1,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1117
65,743,23.17,0.0,Jaël BESTUÉ,24 SEP 2000,ESP,4h4,"Stade de France, Paris (FRA)",04 AUG 2024,1117
66,743,23.17,-0.8,Natalya KOMBAROVA,24 SEP 2001,RUS,2,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1121
67,743,23.17,-0.9,Jodean WILLIAMS,11 NOV 1993,JAM,4f1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1122
68,769,23.18,,Niesha BURGHER,08 AUG 2002,JAM,2f1,"Convention Center, Albuquerque, NM (USA) (i)",26 JAN 2024,1160
69,769,23.18,,Kaila JACKSON,30 JUN 2004,USA,1f5,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1160
70,769,23.18,,Rosey EFFIONG,08 MAY 2001,USA,1f16,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1160
71,769,23.18,,Dajaz DEFRAND,16 OCT 2003,USA,1h5,"The Track at New Balance, Boston, MA (USA) (i)",22 FEB 2024,1160
72,769,23.18,1.8,Viwe JINGQI,17 FEB 2005,RSA,1,"McArthur Stadium, Potchefstroom (RSA)",02 MAR 2024,1116
73,769,23.18,,Nickisha PRYCE,07 MAR 2001,JAM,4f2,"The Track at New Balance, Boston, MA (USA) (i)",09 MAR 2024,1160
74,769,23.18,-2.6,Olayinka OLAJIDE,28 OCT 2002,NGR,2,"University of Ghana Sports Stadium, Accra (GHA)",22 MAR 2024,1131
75,769,23.18,0.5,Sole FREDERICK,03 JAN 2006,TTO,1h3,"Kirani James Athletic Stadium, St. George's (GRN)",31 MAR 2024,1116
76,769,23.18,1.6,Gina LÜCKENKEMPER,21 NOV 1996,GER,3f1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1116
77,769,23.18,1.3,Isabella WHITTAKER,15 FEB 2002,USA,1,"Weaver Stadium, Princeton, NJ (USA)",05 MAY 2024,1116
78,769,23.18,2.0,Marije VAN HUNENSTIJN,02 MAR 1995,NED,5,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1116
79,769,23.18,0.9,Sarah AKPAN,,USA,3h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1116
80,769,23.18,0.3,Kailei COLLINS,11 JUL 2001,USA,2h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1116
81,769,23.18,1.7,Magdaline GEORGE,25 DEC 2000,NGR,4pr3,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1116
82,769,23.18,0.2,Gabriela Anahi SUAREZ,02 FEB 2001,ECU,2,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1116
83,769,23.18,0.7,Lorène Dorcas BAZOLO,04 MAY 1983,POR,2h2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1116
84,769,23.18,0.4,Polina TKALICH,09 JUN 2000,RUS,1h1,"Olympic Stadium, Cheboksary (RUS)",22 JUN 2024,1116
85,769,23.18,-2.0,Jaël BESTUÉ,24 SEP 2000,ESP,1sf1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1128
86,769,23.18,-1.0,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,1,"Eintracht-Stadion, Braunschweig (GER)",30 JUN 2024,1122
87,769,23.18,0.0,Nicole CAICEDO,02 SEP 2000,ECU,4h3,"Stade de France, Paris (FRA)",04 AUG 2024,1116
88,769,23.18,0.2,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,8sf2,"Stade de France, Paris (FRA)",05 AUG 2024,1116
89,769,23.18,-0.6,Adaejah HODGE,21 MAR 2006,IVB,1sf2,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1119
90,791,23.19,,Jassani CARTER,04 NOV 2003,USA,1f9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",16 FEB 2024,1159
91,791,23.19,,Success UMUKORO,09 JAN 2001,NGR,1h1,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1159
92,791,23.19,-0.4,Lina NIELSEN,13 MAR 1996,GBR,1f1,"UJ Stadium, Johannesburg (RSA)",27 MAR 2024,1117
93,791,23.19,-0.8,Kendall ELLIS,08 MAR 1996,USA,2f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1119
94,791,23.19,1.1,Kiah WILLIAMS,28 JUN 2002,USA,1h2,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",09 MAY 2024,1115
95,791,23.19,-1.0,Aniyah BIGAM,2004,USA,3h2,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1121
96,791,23.19,-1.5,Christine MALLARD,12 MAY 2004,USA,1h5,"Potts Field, Boulder, CO (USA)",10 MAY 2024,1124
97,791,23.19,1.0,Jodean WILLIAMS,11 NOV 1993,JAM,5,"National Stadium, Kingston (JAM)",11 MAY 2024,1115
98,791,23.19,0.9,Lorène Dorcas BAZOLO,04 MAY 1983,POR,2h1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1115
99,791,23.19,-1.0,Naj WATSON,24 FEB 2004,USA,1,"UL Monroe Brown Stadium, Monroe, LA (USA)",11 MAY 2024,1121
0,791,23.19,1.7,Gorete SEMEDO,05 OCT 1996,STP,1f1,"Estadio Universitario, Lisboa (POR)",18 MAY 2024,1115
1,791,23.19,0.2,Imke VERVAET,11 APR 1993,BEL,3f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1115
2,791,23.19,0.7,Marije VAN HUNENSTIJN,02 MAR 1995,NED,2f2,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1115
3,791,23.19,0.7,Kristina Marie KNOTT,25 SEP 1995,PHI,1f3,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1115
4,791,23.19,-1.2,Yujie CHEN,29 DEC 2008,CHN,1f1,"Olympic Sports Center, Chongqing (CHN)",29 MAY 2024,1122
5,791,23.19,1.2,Alexe DEAU,04 SEP 2004,FRA,1f1,"Stade L. Lagrange, Bonneuil-sur-Marne (FRA)",05 JUN 2024,1115
6,791,23.19,0.1,Paula SEVILLA,28 JUN 1997,ESP,5sf3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1115
7,791,23.19,-0.9,Natasha MORRISON,17 NOV 1992,JAM,4h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1120
8,791,23.19,-2.0,Ashanti MOORE,07 NOV 2000,JAM,2h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1127
9,791,23.19,-1.0,Marije VAN HUNENSTIJN,02 MAR 1995,NED,1sf1,"FBK Stadium, Hengelo (NED)",29 JUN 2024,1121
10,791,23.19,0.7,Elisa VALENSIN,01 JAN 2007,ITA,3,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1115
11,791,23.19,0.7,Irene SIRAGUSA,23 JUN 1993,ITA,4,"Campo Montagna, La Spezia (ITA)",30 JUN 2024,1115
12,791,23.19,0.3,Chane VERMEULEN,19 MAY 2006,RSA,1,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1115
13,791,23.19,0.4,Lauren Rain JAMES,25 JUL 1999,USA,1,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 JUL 2024,1115
14,791,23.19,-0.6,Kissiwaa MENSAH,24 JUL 2005,GBR,2,"Alexander Stadium, Birmingham (GBR)",21 JUL 2024,1118
15,791,23.19,-2.6,Nora LINDAHL,10 SEP 2004,SWE,1f1,"Ratinan Stadion, Tampere (FIN)",25 AUG 2024,1130
16,791,23.19,-0.2,Adaejah HODGE,21 MAR 2006,IVB,1h3,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1116
17,818,23.2,1.8,Michaela MOUTON,16 MAR 2005,USA,1f7,"Tom Tellez Track, Houston, TX (USA)",14 MAR 2024,1114
18,818,23.2,1.4,Jacqueline MADOGO,14 APR 2000,CAN,1f1,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",22 MAR 2024,1114
19,818,23.2,0.4,Melicia MOUZZON,30 JAN 2001,USA,1f1,"Paul Derr TF Facility, Raleigh, NC (USA)",30 MAR 2024,1114
20,818,23.2,0.9,Shenese WALKER,23 JAN 2003,JAM,1f1,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",06 APR 2024,1114
21,818,23.2,0.9,Shirley NEKHUBUI,31 JUL 2000,RSA,1h1,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",19 APR 2024,1114
22,818,23.2,-0.8,Adriana TATUM,02 NOV 2002,USA,3f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1118
23,818,23.2,0.6,Jacqueline MADOGO,14 APR 2000,CAN,2f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1114
24,818,23.2,0.5,Shaquena FOOTE,23 JUL 2001,JAM,2f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1114
25,818,23.2,0.2,Gabriela Anahi SUAREZ,02 FEB 2001,ECU,2,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",12 MAY 2024,1114
26,818,23.2,0.2,Tasa JIYA,16 SEP 1997,NED,4f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1114
27,818,23.2,0.0,Jacqueline MADOGO,14 APR 2000,CAN,2,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1114
28,818,23.2,0.2,Jada BAYLARK,17 OCT 1997,USA,5h3,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1114
29,818,23.2,1.8,Jada BAYLARK,17 OCT 1997,USA,8sf1,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1114
30,818,23.2,1.1,Mujinga KAMBUNDJI,17 JUN 1992,SUI,1h4,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1114
31,818,23.2,0.8,Remi TSURUTA,18 APR 1997,JPN,2,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1114
32,818,23.2,-0.1,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,2h2,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1114
33,818,23.2,0.2,Imke VERVAET,11 APR 1993,BEL,7h5,"Stade de France, Paris (FRA)",04 AUG 2024,1114
34,835,23.21,,Success UMUKORO,09 JAN 2001,NGR,2f1,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2024,1157
35,835,23.21,0.2,Mujinga KAMBUNDJI,17 JUN 1992,SUI,5,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1113
36,835,23.21,0.6,Ackera NUGENT,29 APR 2002,JAM,3f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1113
37,835,23.21,-1.1,Marie-Éloise LECLAIR,10 SEP 2002,CAN,1h1,"Recreation Sports Complex, Ellensburg, WA (USA)",10 MAY 2024,1119
38,835,23.21,-0.9,Natalya KOMBAROVA,24 SEP 2001,RUS,1,"Slava Metreveli Stadium, Sochi (RUS)",22 MAY 2024,1118
39,835,23.21,-1.2,Natalya KOMBAROVA,24 SEP 2001,RUS,1h1,"Slava Metreveli Stadium, Sochi (RUS)",22 MAY 2024,1120
40,835,23.21,0.7,Rani ROSIUS,25 APR 2000,BEL,3f2,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1113
41,835,23.21,0.8,Alexa SULYÁN,17 APR 2005,HUN,4,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1113
42,835,23.21,0.3,Precious NZEAKOR,17 AUG 2005,NGR,1h1,"University of Ghana Sports Stadium, Accra (GHA)",05 JUN 2024,1113
43,835,23.21,0.5,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,6sf1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1113
44,835,23.21,0.8,Kenondra DAVIS,15 FEB 2003,USA,4h2,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1113
45,835,23.21,1.8,Tiriah KELLEY,16 JUN 2004,USA,9sf1,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1113
46,835,23.21,-1.0,Tasa JIYA,16 SEP 1997,NED,2sf1,"FBK Stadium, Hengelo (NED)",29 JUN 2024,1119
47,835,23.21,0.0,Cecilia TAMAYO-GARZA,04 MAR 1997,MEX,1h1,"Centro Deportivo Olímpico Mexicano, Ciudad de México (MEX)",30 JUN 2024,1113
48,835,23.21,-2.9,Boglárka TAKÁCS,28 AUG 2001,HUN,1,"Lantos Mihály Sportközpont, Budapest (HUN)",30 JUN 2024,1130
49,835,23.21,-0.7,Brooke IRONSIDE,18 JUN 2003,GBR,6,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1117
50,835,23.21,-0.1,Bianca WILLIAMS,18 DEC 1993,GBR,3h2,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1113
51,835,23.21,-0.2,Léonie POINTET,17 FEB 2001,SUI,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",27 JUL 2024,1114
52,835,23.21,0.2,Veronica Shanti PEREIRA,20 SEP 1996,SGP,8h5,"Stade de France, Paris (FRA)",04 AUG 2024,1113
53,835,23.21,1.6,Nora LINDAHL,10 SEP 2004,SWE,2,"Sollentunavallen, Sollentuna (SWE)",17 AUG 2024,1113
54,835,23.21,0.0,Jessica MILAT,01 JAN 2005,AUS,4,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1113
55,856,23.22,,Autumn WILSON,16 DEC 2003,USA,3h9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1156
56,856,23.22,,Te'Anna HARLIN,2004,USA,3f1,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2024,1156
57,856,23.22,1.8,Jada BAYLARK,17 OCT 1997,USA,2f4,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1112
58,856,23.22,-2.0,Kennedy BLACKMON,02 OCT 1999,USA,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1124
59,856,23.22,1.2,Mia GROSS,18 APR 2001,AUS,1h3,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1112
60,856,23.22,1.3,Kennedi PORTER,,USA,1h3,"Veterans Memorial Stadium, Clovis, CA (USA)",09 MAY 2024,1112
61,856,23.22,0.2,Adriana TATUM,02 NOV 2002,USA,1h4,"Potts Field, Boulder, CO (USA)",10 MAY 2024,1112
62,856,23.22,0.0,Fabienne HOENKE,20 JAN 2004,SUI,1f3,"Športni center, Kranj (SLO)",11 MAY 2024,1112
63,856,23.22,1.5,Reese WEBSTER,21 MAY 2002,TTO,2,"Kidd Field at the University of Texas, El Paso, TX (USA)",12 MAY 2024,1112
64,856,23.22,0.5,Cecilia TAMAYO-GARZA,04 MAR 1997,MEX,1,"Polideportivo Municipal, Andújar (ESP)",17 MAY 2024,1112
65,856,23.22,1.2,Imke VERVAET,11 APR 1993,BEL,2,"Fana Stadion, Bergen (NOR)",22 MAY 2024,1112
66,856,23.22,1.1,Cassie THOMPSON,20 NOV 2000,BAH,4h4,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1112
67,856,23.22,1.9,Juvonna CORNETTE,,GUY,6,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",25 MAY 2024,1112
68,856,23.22,1.2,Maryam TOOSI,05 DEC 1988,IRI,3,"Estadio de Atletismo - Unidad Deportiva el Salitre, Bogotá (COL)",25 MAY 2024,1112
69,856,23.22,0.9,Shanoya Mikalia DOUGLAS,11 SEP 2007,JAM,1f3,"National Stadium, Kingston (JAM)",08 JUN 2024,1112
70,856,23.22,0.0,Rachael UVIEGHARA,,USA,1h2,"Hayward Field, Eugene, OR (USA)",14 JUN 2024,1112
71,856,23.22,0.8,Skyler FRANKLIN,24 JUL 2007,USA,1h9,"Franklin Field, Philadelphia, PA (USA)",15 JUN 2024,1112
72,856,23.22,1.3,Laura MARTÍNEZ IBARGUEN,25 AUG 2004,COL,1f1,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1112
73,856,23.22,0.3,Yuting LI,03 MAY 2002,CHN,1,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1112
74,856,23.22,-0.9,Jaël BESTUÉ,24 SEP 2000,ESP,24,"Stade de France, Paris (FRA)",05 AUG 2024,1117
75,876,23.23,,Lisa Marie KWAYIE,27 OCT 1996,GER,2,"Quarterback Immobilien Arena, Leipzig (GER) (i)",18 FEB 2024,1155
76,876,23.23,,Olivia FOTOPOULOU,20 DEC 1996,CYP,f2,"Peace and Friendship Stadium, Piraeus (GRE) (i)",18 FEB 2024,1155
77,876,23.23,,Tiriah KELLEY,16 JUN 2004,USA,3f2,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2024,1155
78,876,23.23,0.8,Reese WEBSTER,21 MAY 2002,TTO,2f2,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1111
79,876,23.23,0.5,Printassia JOHNSON,20 NOV 2000,BAH,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1111
80,876,23.23,-0.3,Edidiong Ofinome ODIONG,13 MAR 1997,BRN,8,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1112
81,876,23.23,0.3,Aniyah BIGAM,2004,USA,3h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1111
82,876,23.23,0.0,Shirley NEKHUBUI,31 JUL 2000,RSA,1f2,"McArthur Stadium, Potchefstroom (RSA)",25 MAY 2024,1111
83,876,23.23,0.7,Gunta VAIČULE,09 MAR 1995,LAT,3h2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1111
84,876,23.23,1.5,Lorraine MARTINS,04 APR 2000,BRA,2,"Padre Carolo, Quito (ECU)",20 JUN 2024,1111
85,876,23.23,-0.4,Patrizia VAN DER WEKEN,12 NOV 1999,LUX,1f1,"Stade de Luxembourg, Luxembourg (LUX)",29 JUN 2024,1113
86,876,23.23,1.5,Lorraine MARTINS,04 APR 2000,BRA,2,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",30 JUN 2024,1111
87,876,23.23,-0.6,Nia WEDDERBURN-GOODISON,09 JAN 2005,GBR,3,"Alexander Stadium, Birmingham (GBR)",21 JUL 2024,1114
88,876,23.23,0.2,Natalya KOMBAROVA,24 SEP 2001,RUS,1sf3,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1111
89,890,23.24,,Dajaz DEFRAND,16 OCT 2003,USA,1f1,"Norton Sports Center, Louisville, KY (USA) (i)",26 JAN 2024,1154
90,890,23.24,,Ockera MYRIE,01 NOV 1999,JAM,3f3,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1154
91,890,23.24,-0.6,Olayinka OLAJIDE,28 OCT 2002,NGR,1,"Stephen Keshi Stadium, Asaba (NGR)",19 FEB 2024,1113
92,890,23.24,,Tiriah KELLEY,16 JUN 2004,USA,1h5,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1154
93,890,23.24,,Te'Anna HARLIN,2004,USA,1h6,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1154
94,890,23.24,0.1,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,1,"McArthur Stadium, Potchefstroom (RSA)",27 FEB 2024,1110
95,890,23.24,0.2,Georgia HULLS,27 AUG 1999,NZL,1,"Newtown Park Stadium, Wellington (NZL)",17 MAR 2024,1110
96,890,23.24,0.7,Gabby SCOTT,13 JAN 1997,PUR,2f3,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1110
97,890,23.24,0.8,Ama PIPI,26 NOV 1995,GBR,1f5,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1110
98,890,23.24,0.6,Hannah WALLER,19 DEC 2001,USA,1h2,"Veterans Memorial Stadium, Clovis, CA (USA)",09 MAY 2024,1110
99,890,23.24,1.5,Adijatu Rejoice SULE,07 OCT 2004,NGR,3,"Kidd Field at the University of Texas, El Paso, TX (USA)",12 MAY 2024,1110
0,890,23.24,-1.1,Nora LINDAHL,10 SEP 2004,SWE,1f2,"Konstantinos Baglatzis Municipal Stadium, Vari (GRE)",15 MAY 2024,1116
1,890,23.24,1.9,Alexia SCHOFIELD,29 AUG 2002,CAN,1h4,"Wildcat Track, Marion, IN (USA)",22 MAY 2024,1110
2,890,23.24,0.8,Kristina Marie KNOTT,25 SEP 1995,PHI,3,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1110
3,890,23.24,-3.6,Mary BOAKYE,13 AUG 2000,GHA,1,"University of Ghana Sports Stadium, Accra (GHA)",05 JUN 2024,1131
4,890,23.24,0.7,Anna BONGIORNI,15 SEP 1993,ITA,1f1,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1110
5,890,23.24,2.0,Bianca WILLIAMS,18 DEC 1993,GBR,2,"Golęcin Stadion, Poznan (POL)",23 JUN 2024,1110
6,890,23.24,-1.1,Shana GREBO,09 NOV 2000,FRA,1h3,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1116
7,890,23.24,0.4,Sabrina DOCKERY,17 SEP 2006,JAM,3,"National Stadium, Kingston (JAM)",30 JUN 2024,1110
8,890,23.24,-0.3,Brooke IRONSIDE,18 JUN 2003,GBR,3h1,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1111
9,890,23.24,-0.1,Rachel BENNETT,03 JUL 2002,GBR,4h2,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1110
10,890,23.24,0.6,Yuting LI,03 MAY 2002,CHN,32,"Stade de France, Paris (FRA)",05 AUG 2024,1110
11,912,23.25,,Paula SEVILLA,28 JUN 1997,ESP,1f1,"Pista Cubierta Carlos Gil Perez, Salamanca (ESP) (i)",03 FEB 2024,1153
12,912,23.25,-1.6,Natacha NGOYE,15 AUG 1993,CGO,1sf3,"University of Ghana Sports Stadium, Accra (GHA)",21 MAR 2024,1118
13,912,23.25,0.4,Tina MARTIN,,USA,2f1,"Paul Derr TF Facility, Raleigh, NC (USA)",30 MAR 2024,1109
14,912,23.25,-0.4,Twanisha TERRY,24 JAN 1999,USA,5,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1111
15,912,23.25,1.5,Jhana DOWNIE,12 SEP 2002,USA,4,"Kidd Field at the University of Texas, El Paso, TX (USA)",12 MAY 2024,1109
16,912,23.25,-0.7,Jodean WILLIAMS,11 NOV 1993,JAM,1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",15 MAY 2024,1113
17,912,23.25,1.8,Serena CLARK,05 DEC 2001,USA,5pr5,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1109
18,912,23.25,-2.0,Tasa JIYA,16 SEP 1997,NED,6,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1121
19,912,23.25,1.3,Aimara NAZARENO,30 NOV 2001,ECU,2f1,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1109
20,912,23.25,-1.7,Léonie POINTET,17 FEB 2001,SUI,4,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1119
21,912,23.25,0.2,Adriana TATUM,02 NOV 2002,USA,6h3,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1109
22,912,23.25,1.4,Caisja CHANDLER,18 JUN 2000,USA,9sf3,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1109
23,912,23.25,1.6,Viktoriya MAKSIMOVA,11 NOV 2002,RUS,1h5,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1109
24,912,23.25,-0.5,Lorène Dorcas BAZOLO,04 MAY 1983,POR,1,"Estádio Municipal Fontelo, Viseu (POR)",14 JUL 2024,1112
25,912,23.25,-0.8,Delphine NKANSA,21 SEP 2001,BEL,2f2,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1113
26,912,23.25,-0.8,Marlet OSPINO,06 SEP 2004,COL,1,"Estadio de Atletismo La Flora, Bucaramanga (COL)",29 SEP 2024,1113
27,928,23.26,-0.3,Ella CONNOLLY,13 JUL 2000,AUS,1h1,"AIS Athletics Track, Canberra (AUS)",28 JAN 2024,1109
28,928,23.26,,Joyasia SMITH,04 AUG 2004,USA,1f2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2024,1152
29,928,23.26,1.2,Torrie LEWIS,08 JAN 2005,AUS,1h3,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",17 MAR 2024,1108
30,928,23.26,1.4,Zoe SHERAR,07 NOV 1999,CAN,2f1,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",22 MAR 2024,1108
31,928,23.26,-0.5,Madeline WILSON,,USA,1f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",22 MAR 2024,1111
32,928,23.26,0.6,Tristan EVELYN,25 JAN 1998,BAR,1f4,"Carl Lewis TF and Soccer Complex, Houston, TX (USA)",06 APR 2024,1108
33,928,23.26,0.9,Ariane LINTON,02 OCT 2003,USA,3f7,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1108
34,928,23.26,1.1,Kaniya JOHNSON,2003,USA,2h4,"Geroge C. Griffin Track, Atlanta, GA (USA)",09 MAY 2024,1108
35,928,23.26,0.8,Leah BERTRAND,26 JUL 2002,TTO,1h4,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",10 MAY 2024,1108
36,928,23.26,-0.7,Vitoria Cristina ROSA,12 JAN 1996,BRA,2,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",15 MAY 2024,1112
37,928,23.26,0.0,Bassant HEMIDA,28 SEP 1996,EGY,4,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1108
38,928,23.26,-0.6,Miranda Charlene COETZEE,14 NOV 1997,RSA,1h7,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1111
39,928,23.26,-1.1,Alexe DEAU,04 SEP 2004,FRA,2h3,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1114
